Cores, Res, Time
7,0.08,0.041916666666656964
7,0.08,0.04218333333337796
7,0.08,0.041149999999955375
7,0.08,0.04088333333323438
7,0.08,0.04063333333324408
7,0.08,0.04061666666675592
7,0.08,0.041149999999955375
7,0.08,0.041149999999955375
7,0.08,0.04426666666671129
7,0.08,0.04296666666656771
7,0.16,0.022400000000197907
7,0.16,0.021866666666755918
7,0.16,0.021616666666765618
7,0.16,0.021616666666523086
7,0.16,0.02238333333346721
7,0.16,0.021350000000044625
7,0.16,0.021350000000044625
7,0.16,0.023966666666577416
7,0.16,0.022399999999955376
7,0.16,0.023700000000098954
8,0.005,6.100516666666711
8,0.005,6.10703333333319
8,0.005,6.10625
8,0.005,6.109366666666756
8,0.005,6.19895000000009
8,0.005,6.191666666666666
8,0.005,6.29478333333318
8,0.005,6.1119833333332885
8,0.005,6.1875
8,0.005,6.183850000000045
8,0.01,1.5075500000001436
8,0.01,1.488799999999901
8,0.01,1.504683333333378
8,0.01,1.5051999999998467
8,0.01,1.51771666666682
8,0.01,1.5145833333333334
8,0.01,1.5020833333333334
8,0.01,1.4976666666666765
8,0.01,1.5445333333331897
8,0.01,1.518483333333279
8,0.02,0.450266666666721
8,0.02,0.45260000000004463
8,0.02,0.45495000000009894
8,0.02,0.45208333333333334
8,0.02,0.4533833333334769
8,0.02,0.45806666666685486
8,0.02,0.4518166666668549
8,0.02,0.45208333333333334
8,0.02,0.44948333333353124
8,0.02,0.4468833333332441
8,0.04,0.07811666666651339
8,0.04,0.07916666666666666
8,0.04,0.08201666666670158
8,0.04,0.0817666666667113
8,0.04,0.08046666666656771
8,0.04,0.07994999999985643
8,0.04,0.081516666666721
8,0.04,0.0817666666667113
8,0.04,0.07838333333323438
8,0.04,0.07889999999994567
8,0.08,0.04453333333343228
8,0.08,0.041666666666666664
8,0.08,0.04063333333324408
8,0.08,0.04009999999980209
8,0.08,0.040633333333486614
8,0.08,0.041666666666666664
8,0.08,0.041149999999955375
8,0.08,0.03985000000005433
8,0.08,0.041149999999955375
8,0.08,0.04009999999980209
8,0.16,0.021083333333323632
8,0.16,0.020833333333333332
8,0.16,0.02110000000005433
8,0.16,0.021083333333323632
8,0.16,0.02056666666661234
8,0.16,0.021366666666775322
8,0.16,0.021350000000044625
8,0.16,0.021083333333323632
8,0.16,0.021616666666765618
8,0.16,0.021350000000044625
9,0.005,5.966416666666676
9,0.005,6.078649999999955
9,0.005,5.985683333333387
9,0.005,6.047133333333234
9,0.005,6.039316666666612
9,0.005,6.058333333333334
9,0.005,6.050266666666721
9,0.005,6.024483333333289
9,0.005,6.033333333333333
9,0.005,5.99399999999999
9,0.01,1.4846333333332344
9,0.01,1.4810000000000096
9,0.01,1.4601499999999457
9,0.01,1.4843833333334866
9,0.01,1.4867166666665677
9,0.01,1.476566666666622
9,0.01,1.4791666666666667
9,0.01,1.503650000000198
9,0.01,1.4625
9,0.01,1.467183333333378
9,0.02,0.4377499999999903
9,0.02,0.44869999999985644
9,0.02,0.44139999999994567
9,0.02,0.4526166666667753
9,0.02,0.4382833333334323
9,0.02,0.4375
9,0.02,0.4408833333334769
9,0.02,0.444016666666721
9,0.02,0.4466000000000349
9,0.02,0.43854999999991073
9,0.04,0.075266666666721
9,0.04,0.07708333333333334
9,0.04,0.07630000000014357
9,0.04,0.07760000000004462
9,0.04,0.07735000000005433
9,0.04,0.07708333333333334
9,0.04,0.07630000000014357
9,0.04,0.08125
9,0.04,0.07578333333343229
9,0.04,0.07708333333333334
9,0.08,0.03931666666685487
9,0.08,0.04063333333324408
9,0.08,0.04009999999980209
9,0.08,0.03906666666662204
9,0.08,0.040633333333486614
9,0.08,0.03958333333333333
9,0.08,0.03906666666662204
9,0.08,0.038283333333432285
9,0.08,0.038549999999910746
9,0.08,0.04009999999980209
9,0.16,0.02213333333323438
9,0.16,0.02031666666662204
9,0.16,0.02056666666661234
9,0.16,0.022649999999945672
9,0.16,0.02056666666685487
9,0.16,0.020583333333343036
9,0.16,0.02056666666661234
9,0.16,0.020833333333333332
9,0.16,0.020833333333333332
9,0.16,0.020583333333343036
10,0.005,5.866416666666677
10,0.005,5.939066666666622
10,0.005,5.874216666666568
10,0.005,5.923700000000099
10,0.005,5.884633333333235
10,0.005,5.896866666666756
10,0.005,5.901300000000144
10,0.005,5.891400000000188
10,0.005,5.834633333333477
10,0.005,5.8554666666668105
10,0.01,1.4333333333333333
10,0.01,1.435933333333378
10,0.01,1.4276000000000446
10,0.01,1.4299500000000989
10,0.01,1.4276000000000446
10,0.01,1.4317833333331995
10,0.01,1.4531166666667559
10,0.01,1.4364500000000893
10,0.01,1.4541666666666666
10,0.01,1.437766666666721
10,0.02,0.42968333333337794
10,0.02,0.42889999999994566
10,0.02,0.42733333333332363
10,0.02,0.4341166666665231
10,0.02,0.4317666666667113
10,0.02,0.4341166666665231
10,0.02,0.4346333333334769
10,0.02,0.43228333333342256
10,0.02,0.42889999999994566
10,0.02,0.4335833333333236
10,0.04,0.07629999999990104
10,0.04,0.0744833333332887
10,0.04,0.07603333333342259
10,0.04,0.0747500000000097
10,0.04,0.0755166666667113
10,0.04,0.0744833333332887
10,0.04,0.075
10,0.04,0.074733333333279
10,0.04,0.0744833333332887
10,0.04,0.0755166666667113
10,0.08,0.03801666666646876
10,0.08,0.03931666666661234
10,0.08,0.038799999999901046
10,0.08,0.038549999999910746
10,0.08,0.03881666666663174
10,0.08,0.03776666666647846
10,0.08,0.03801666666646876
10,0.08,0.037766666666720995
10,0.08,0.0375
10,0.08,0.03906666666662204
10,0.16,0.02056666666661234
10,0.16,0.019783333333422585
10,0.16,0.019799999999910747
10,0.16,0.020299999999891346
10,0.16,0.019783333333422585
10,0.16,0.020583333333343036
10,0.16,0.020050000000143578
10,0.16,0.020049999999901046
10,0.16,0.019533333333432285
10,0.16,0.02031666666662204
11,0.005,5.772133333333477
11,0.005,5.789583333333334
11,0.005,5.765883333333234
11,0.005,5.76875
11,0.005,5.754683333333378
11,0.005,5.754166666666666
11,0.005,5.766916666666657
11,0.005,5.766666666666667
11,0.005,5.827866666666523
11,0.005,5.773433333333378
11,0.01,1.4177166666665775
11,0.01,1.3958333333333333
11,0.01,1.4083333333333334
11,0.01,1.4205666666668548
11,0.01,1.4054666666665676
11,0.01,1.4044333333333876
11,0.01,1.4291666666666667
11,0.01,1.41875
11,0.01,1.4114500000000894
11,0.01,1.4174333333333682
11,0.02,0.42291666666666666
11,0.02,0.4197833333331801
11,0.02,0.42266666666667635
11,0.02,0.41848333333352156
11,0.02,0.4200500000001436
11,0.02,0.41979999999991074
11,0.02,0.42318333333338765
11,0.02,0.42004999999990106
11,0.02,0.42239999999995537
11,0.02,0.426566666666622
11,0.04,0.07370000000009895
11,0.04,0.07421666666656772
11,0.04,0.07421666666681025
11,0.04,0.07681666666661234
11,0.04,0.07239999999995538
11,0.04,0.07291666666666667
11,0.04,0.07239999999995538
11,0.04,0.07630000000014357
11,0.04,0.07291666666666667
11,0.04,0.07291666666666667
11,0.08,0.0372500000000097
11,0.08,0.0375
11,0.08,0.03671666666681025
11,0.08,0.0375
11,0.08,0.0375
11,0.08,0.03723333333327901
11,0.08,0.03723333333352154
11,0.08,0.0375
11,0.08,0.0375
11,0.08,0.03931666666685487
11,0.16,0.019533333333189754
11,0.16,0.019266666666711292
11,0.16,0.019266666666711292
11,0.16,0.019283333333199457
11,0.16,0.019533333333432285
11,0.16,0.020050000000143578
11,0.16,0.019533333333189754
11,0.16,0.019800000000153282
11,0.16,0.019266666666711292
11,0.16,0.019533333333432285
12,0.005,5.651816666666613
12,0.005,5.648966666666578
12,0.005,5.633333333333334
12,0.005,5.653900000000188
12,0.005,5.677866666666765
12,0.005,5.650533333333442
12,0.005,5.637749999999991
12,0.005,5.641149999999955
12,0.005,5.646083333333324
12,0.005,5.64296666666681
12,0.01,1.379416666666657
12,0.01,1.375533333333442
12,0.01,1.3755166666667114
12,0.01,1.3734333333331354
12,0.01,1.3773500000000543
12,0.01,1.3846333333332344
12,0.01,1.3791666666666667
12,0.01,1.3898333333333237
12,0.01,1.3760500000001532
12,0.01,1.3776166666665328
12,0.02,0.4177166666665774
12,0.02,0.4109333333331354
12,0.02,0.41041666666666665
12,0.02,0.41485000000005434
12,0.02,0.4166666666666667
12,0.02,0.412766666666721
12,0.02,0.41041666666666665
12,0.02,0.4117166666668102
12,0.02,0.4122333333335215
12,0.02,0.41406666666662206
12,0.04,0.07110000000005433
12,0.04,0.07188333333324408
12,0.04,0.07083333333333333
12,0.04,0.07058333333334303
12,0.04,0.07135000000004463
12,0.04,0.07083333333333333
12,0.04,0.07160000000003493
12,0.04,0.07083333333333333
12,0.04,0.07083333333333333
12,0.04,0.07108333333332363
12,0.08,0.03620000000009895
12,0.08,0.03593333333337796
12,0.08,0.03568333333338766
12,0.08,0.03619999999985642
12,0.08,0.035666666666656965
12,0.08,0.035666666666656965
12,0.08,0.03593333333337796
12,0.08,0.03620000000009895
12,0.08,0.03619999999985642
12,0.08,0.036183333333368255
12,0.16,0.01875
12,0.16,0.01875
12,0.16,0.01875
12,0.16,0.0185000000000097
12,0.16,0.01926666666646876
12,0.16,0.020050000000143578
12,0.16,0.01875
12,0.16,0.01901666666647846
12,0.16,0.0189999999999903
12,0.16,0.01901666666647846
Lenovo,AMD Ryzen 5 5600H 3.3GHz
