cores,resolution,time
6,0.02,0.6400072344151947
6,0.04,0.3090011250654546
6,0.04,0.3091066828987096
6,0.04,0.3103608820665007
6,0.04,0.3086447003666156
6,0.04,0.30878602690063417
6,0.04,0.30696128150060153
6,0.04,0.31399016531649976
6,0.04,0.3155247367161792
6,0.04,0.30613650784944185
6,0.04,0.30530201691629677
6,0.08,0.15757540480117313
6,0.08,0.15424373715068213
6,0.08,0.15508584316703491
6,0.08,0.15561375560161347
6,0.08,0.1570806478499435
6,0.08,0.15650821648305283
6,0.08,0.15479222493207392
6,0.08,0.15498665563451747
6,0.08,0.1500355548671602
6,0.08,0.1535546278988477
6,0.16,0.08416843664987633
6,0.16,0.07962472185026855
6,0.16,0.07761893389979377
6,0.16,0.07688718918167675
6,0.16,0.07835284461616539
6,0.16,0.07963397226606807
6,0.16,0.08233045966674885
6,0.16,0.07702798734923515
6,0.16,0.07533229566567266
6,0.16,0.0753467139652154
7,0.005,2.1421831290159994
7,0.005,2.1702407121503104
7,0.005,2.171907990666417
7,0.005,2.1398803683327667
7,0.005,2.1438612931000534
7,0.005,2.1548428573839677
7,0.005,2.168544038749921
7,0.005,2.165191676300795
7,0.005,2.139550726249581
7,0.005,2.205177664333799
7,0.01,1.0678357613990859
7,0.01,1.060821060933328
7,0.01,1.0775576373484606
7,0.01,1.0924024551330755
7,0.01,1.0684324611327611
7,0.01,1.0884897904664588
7,0.01,1.1268871224834585
7,0.01,1.0911407766999521
7,0.01,1.0716741498326883
7,0.01,1.076548452465795
7,0.02,0.5328415782171457
7,0.02,0.5657514198333956
7,0.02,0.5461514113820158
7,0.02,0.5353301526998014
7,0.02,0.5353934312006459
7,0.02,0.541374632549317
7,0.02,0.5242578263491547
7,0.02,0.5391957273493365
7,0.02,0.5424963249824941
7,0.02,0.5352256582506622
7,0.04,0.26994836756687923
7,0.04,0.26346828976723674
7,0.04,0.2651948669673099
7,0.04,0.26055651544981323
7,0.04,0.26994024164935887
7,0.04,0.26383089946660526
7,0.04,0.26939087514959587
7,0.04,0.27285752119884515
7,0.04,0.2771023338000911
7,0.04,0.26380287565019295
7,0.08,0.12994044021664497
7,0.08,0.13307519126683473
7,0.08,0.1354205964327169
7,0.08,0.1339080710837152
7,0.08,0.1325104087824002
7,0.08,0.13725451954912085
7,0.08,0.1314945258491207
7,0.08,0.13310003503380965
7,0.08,0.12946206748407954
7,0.08,0.13055895543269191
7,0.16,0.0701840458670631
7,0.16,0.06752307564990284
7,0.16,0.06747880518281212
7,0.16,0.06682298356705967
7,0.16,0.06763839436656174
7,0.16,0.06821958336707515
7,0.16,0.07084162798322116
7,0.16,0.06734147673317542
7,0.16,0.06694112798431888
7,0.16,0.06733041128415304
8,0.005,1.9270356025507984
8,0.005,1.8907868637664553
8,0.005,1.884926375548821
8,0.005,1.894065720384242
8,0.005,1.7307685285166372
8,0.005,1.7470766985847148
8,0.005,1.7423397202335764
8,0.005,1.7061807695000122
8,0.005,1.7038430373339604
8,0.005,1.699883103215446
8,0.01,0.8561214376493201
8,0.01,0.8671391106171844
8,0.01,0.8569887319676733
8,0.01,0.8462636826152448
8,0.01,0.8530584478498592
8,0.01,0.8410648017500838
8,0.01,0.859326673883091
8,0.01,0.8485680294669389
8,0.01,0.9177881126330855
8,0.01,0.8687651562834314
8,0.02,0.4305368069501128
8,0.02,0.4292084019999796
8,0.02,0.43107633509983617
8,0.02,0.42162114120049715
8,0.02,0.4207872305996716
8,0.02,0.4205861950176768
8,0.02,0.4425405142654199
8,0.02,0.4233634153167562
8,0.02,0.43956001431603603
8,0.02,0.4682447182169805
8,0.04,0.2111485891335178
8,0.04,0.2100966762828951
8,0.04,0.21067623163301807
8,0.04,0.20951170455082319
8,0.04,0.2120440432006338
8,0.04,0.21447196810040622
8,0.04,0.2142739662822957
8,0.04,0.21621523233285794
8,0.04,0.2398489805830953
8,0.04,0.21190013680025005
8,0.08,0.11431106668314897
8,0.08,0.10776008456596173
8,0.08,0.11057613968344716
8,0.08,0.10707297941553406
8,0.08,0.1074315377511084
8,0.08,0.10545114039947899
8,0.08,0.10592822048347443
8,0.08,0.10393168016647299
8,0.08,0.10413912190124393
8,0.08,0.1039371232172319
8,0.16,0.05360230686686312
8,0.16,0.056870555051136765
8,0.16,0.05283901914954185
8,0.16,0.05411861389875412
8,0.16,0.052801712532527745
8,0.16,0.053633007432411735
8,0.16,0.05350565479990716
8,0.16,0.05313361251804357
8,0.16,0.05336600093287416
8,0.16,0.05455411433164651
9,0.005,1.5326115613162983
9,0.005,1.587353451466576
9,0.005,1.528964245315486
9,0.005,1.525209936433627
9,0.005,1.5109378071831694
9,0.005,1.5265306878330496
9,0.005,1.5080121158835633
9,0.005,1.4945615987836693
9,0.005,1.5439920269166274
9,0.005,1.5430794809828512
9,0.01,0.7507073700990683
9,0.01,0.7573928489155757
9,0.01,0.7856980449170805
9,0.01,0.766718975334273
9,0.01,0.7974001299997326
9,0.01,0.7666696901995844
9,0.01,0.7493259622172143
9,0.01,0.7360901275998912
9,0.01,0.7503761243501988
9,0.01,0.7542312600514075
9,0.02,0.3893634952333135
9,0.02,0.4063534368663871
9,0.02,0.38289446793302584
9,0.02,0.37116036493292387
9,0.02,0.3801103470827608
9,0.02,0.37195308928300314
9,0.02,0.3776255830326894
9,0.02,0.3888829663163051
9,0.02,0.3766112174819379
9,0.02,0.39077886889960306
9,0.04,0.1892779309496594
9,0.04,0.185247487933763
9,0.04,0.20869142571658206
9,0.04,0.19479588381558036
9,0.04,0.18819803759882536
9,0.04,0.1884963317172757
9,0.04,0.18616132161502416
9,0.04,0.1869902236503549
9,0.04,0.18454384196666068
9,0.04,0.19202503728253456
9,0.08,0.09266997334974197
9,0.08,0.0928245145167845
9,0.08,0.09525543423369527
9,0.08,0.09934431115010132
9,0.08,0.09090889759827406
9,0.08,0.09178616133285686
9,0.08,0.09492461816795791
9,0.08,0.09246931968373247
9,0.08,0.09198527676635422
9,0.08,0.09208201705090081
9,0.16,0.048911513683075704
9,0.16,0.04819596635061316
9,0.16,0.048478406782184416
9,0.16,0.04776256828336045
9,0.16,0.04960916648269631
9,0.16,0.047377814517434065
9,0.16,0.04680308821649912
9,0.16,0.046492128683409344
9,0.16,0.048779626215885705
9,0.16,0.04889147696667351
10,0.005,1.3455131617510536
10,0.005,1.5193800725178639
10,0.005,1.3472081191507945
10,0.005,1.362322198083469
10,0.005,1.3484382016817107
10,0.005,1.3755321046492706
10,0.005,1.382063294465964
10,0.005,1.356997502965775
10,0.005,1.3662270155677105
10,0.005,1.3564949453847173
10,0.01,0.6760327841155231
10,0.01,0.6924653885168178
10,0.01,0.6668885044986382
10,0.01,0.6784924988324443
10,0.01,0.679255674800758
10,0.01,0.6844978624004094
10,0.01,0.6803716967173387
10,0.01,0.6736994511331431
10,0.01,0.6886975041493618
10,0.01,0.7111091831990052
10,0.02,0.33666680635069496
10,0.02,0.34741960670022914
10,0.02,0.3407596132155353
10,0.02,0.33531411529984323
10,0.02,0.33774384555096426
10,0.02,0.33691727980040015
10,0.02,0.3376335438166279
10,0.02,0.3642218703830925
10,0.02,0.35067395451672684
10,0.02,0.33054660848380685
10,0.04,0.16754921951602833
10,0.04,0.16503315061563625
10,0.04,0.16940971314907075
10,0.04,0.16587124818276303
10,0.04,0.17159215009887702
10,0.04,0.16809748308345054
10,0.04,0.1674651573509133
10,0.04,0.16915282995129624
10,0.04,0.16712297048264493
10,0.04,0.17007422135017503
10,0.08,0.08801880623213947
10,0.08,0.08590305043423238
10,0.08,0.08352169201631719
10,0.08,0.08386400473342898
10,0.08,0.08479880124990208
10,0.08,0.09086929343369168
10,0.08,0.08565640201753316
10,0.08,0.08874415686780897
10,0.08,0.08299813255046805
10,0.08,0.08436005226685665
10,0.16,0.04180926856740067
10,0.16,0.04184829078343076
10,0.16,0.04272693324989329
10,0.16,0.041939866201331215
10,0.16,0.043948590949488185
10,0.16,0.042908804382508
10,0.16,0.042312008016354714
10,0.16,0.04247643796843477
10,0.16,0.04216621758338685
10,0.16,0.042636243366481114
11,0.005,1.2580454606834488
11,0.005,1.2436654142996606
11,0.005,1.2292421311334085
11,0.005,1.2665503146340293
11,0.005,1.2206409165655108
11,0.005,1.2286316029824471
11,0.005,1.3275122417001208
11,0.005,1.2811299309832975
11,0.005,1.273723247484304
11,0.005,1.2634701741839913
11,0.01,0.6195241157993829
11,0.01,0.6398055147340832
11,0.01,0.6524299654838008
11,0.01,0.6201724176159283
11,0.01,0.614067165266412
11,0.01,0.6284529412844374
11,0.01,0.6563316112345395
11,0.01,0.6175535777835951
11,0.01,0.6135527735498424
11,0.01,0.6488104578495647
11,0.02,0.30566584946742903
11,0.02,0.3122011498683908
11,0.02,0.32372398365017335
11,0.02,0.31111859176695966
11,0.02,0.30834565775003286
11,0.02,0.33308702111632255
11,0.02,0.31436262573309554
11,0.02,0.3045223497669213
11,0.02,0.3086421509836024
11,0.02,0.3083848884833666
11,0.04,0.1547660527653837
11,0.04,0.15298921884968877
11,0.04,0.15878796436591075
11,0.04,0.15719802944998568
11,0.04,0.15936610570061022
11,0.04,0.15777135423462216
11,0.04,0.1545160201494582
11,0.04,0.15004663868263984
11,0.04,0.15042660956581433
11,0.04,0.15483877898271506
11,0.08,0.0796360064841186
11,0.08,0.07512254138321926
11,0.08,0.07588380951589595
11,0.08,0.08055321513287102
11,0.08,0.0781510797329247
11,0.08,0.0746729726495687
11,0.08,0.07485858513391577
11,0.08,0.08248905193371077
11,0.08,0.07616569911673045
11,0.08,0.07716443708438116
11,0.16,0.042147820982305954
11,0.16,0.038266732283712676
11,0.16,0.03848043503239751
11,0.16,0.038030538133655985
11,0.16,0.039872084850988664
11,0.16,0.03871256548251646
11,0.16,0.038089709201206766
11,0.16,0.03806461528292857
11,0.16,0.03822556303348392
11,0.16,0.03867453061781513
12,0.005,1.1609588713831422
12,0.005,1.1187521941494196
12,0.005,1.1590325808501802
12,0.005,1.146704751815802
12,0.005,1.1729763760503071
12,0.005,1.1399572826514486
12,0.005,1.132421887316741
12,0.005,1.137734266682916
12,0.005,1.1494008301990106
12,0.005,1.1186633907840586
12,0.01,0.5792380060825962
12,0.01,0.5830642531509511
12,0.01,0.5591828672681004
12,0.01,0.5590710571831248
12,0.01,0.5681495998501002
12,0.01,0.5731915407503645
12,0.01,0.5913238590330973
12,0.01,0.5919113475829363
12,0.01,0.5931870834998941
12,0.01,0.5654216413172738
12,0.02,0.28109414034988733
12,0.02,0.30482401491802497
12,0.02,0.2851683289996193
12,0.02,0.3108612736493039
12,0.02,0.27988162788290843
12,0.02,0.2830072766150503
12,0.02,0.28100930101742655
12,0.02,0.2944758852167676
12,0.02,0.28387464173332166
12,0.02,0.28640989923345234
12,0.04,0.15308102605049498
12,0.04,0.14745550481602548
12,0.04,0.1461556635001519
12,0.04,0.140741462817338
12,0.04,0.13996024670001742
12,0.04,0.14181553843275954
12,0.04,0.13969434496636193
12,0.04,0.14384063776621284
12,0.04,0.139965335316568
12,0.04,0.1381046876835171
12,0.08,0.07000889133390349
12,0.08,0.07147364073316567
12,0.08,0.06908964778413065
12,0.08,0.06920219289992625
12,0.08,0.07146066794909227
12,0.08,0.0698875351343304
12,0.08,0.06876460643252358
12,0.08,0.06992706919942672
12,0.08,0.07069626926677301
12,0.08,0.07564840563184892
12,0.16,0.03586165184970014
12,0.16,0.03871820959999847
12,0.16,0.035873262782115486
12,0.16,0.03646393659873866
12,0.16,0.03544116338404516
12,0.16,0.03537777760066092
12,0.16,0.03561829178361222
12,0.16,0.03678099588335802
12,0.16,0.03676089786652786
12,0.16,0.03633280080005837
VACC,AMD EPYC 75F3 2.95GHz
